,name,gender,race,born_locate,born_year,education,working_year,if_ccp,join_year,current_post,next_post,current_post_year,next_post_year
303,李文荣,1,汉族,云南,1962,2,1984,1,1984,10,11,1985,1987
304,陈豪,1,汉族,江苏,1954,0,,0,,8,9,1983,1985
305,陈豪,1,汉族,江苏,1954,0,,0,,9,10,1985,1997
306,陈豪,1,汉族,江苏,1954,0,,0,,10,12,1997,2003
307,郭大进,1,汉族,安徽,1974,3,1996,1,1995,5,10,2000,2008
308,卫星,1,汉族,云南,1964,0,,0,,7,9,1992,1998
309,卫星,1,汉族,云南,1964,0,,0,,9,11,1998,2007
310,杨军,1,汉族,,1973,2,1995,1,,6,11,1995,1999
311,卫岗,1,傣族,云南,1969,1,1989,1,1998,5,7,1989,1994
312,卫岗,1,傣族,云南,1969,1,1989,1,1998,7,9,1994,2004
313,姚国华,1,汉族,,1965,2,1984,1,,4,7,1993,1995
314,姚国华,1,汉族,,1965,2,1984,1,,7,9,1995,2004
315,姚国华,1,汉族,,1965,2,1984,1,,9,11,2004,2012
316,张太原,1,汉族,山西,1961,3,1976,1,1983,8,9,1984,2000
317,张太原,1,汉族,山西,1961,3,1976,1,1983,9,11,2000,2015
318,罗应光,1,拉祜族,,1966,3,1988,1,1985,6,11,1996,1997
319,宗国英,1,汉族,河南,1963,0,,0,,9,11,2009,2013
320,刘慧晏,1,汉族,山东,1964,3,1987,1,1987,8,11,1998,1999
321,李文荣,1,汉族,云南,1962,2,1984,1,1984,10,11,1985,1987
322,张国华,1,汉族,江苏,1964,0,,0,,8,9,1989,1992
323,张国华,1,汉族,江苏,1964,0,,0,,9,10,1992,1993
324,张国华,1,汉族,江苏,1964,0,,0,,10,11,1993,2018
325,李小三,1,汉族,江西,1963,2,1983,1,1985,5,7,1988,1997
326,李小三,1,汉族,江西,1963,2,1983,1,1985,7,9,1997,2000
327,李小三,1,汉族,江西,1963,2,1983,1,1985,9,10,2000,2012
328,李小三,1,汉族,江西,1963,2,1983,1,1985,10,11,2012,2016
329,罗红江,1,傣族,云南,1962,1,1982,1,1988,7,9,1995,2004
330,张德华,1,汉族,江苏,1966,0,,0,,3,7,1994,2000
331,张德华,1,汉族,江苏,1966,0,,0,,7,9,2000,2016
332,张国华,1,汉族,江苏,1964,0,,0,,8,9,1989,1992
333,张国华,1,汉族,江苏,1964,0,,0,,9,10,1992,1993
334,张国华,1,汉族,江苏,1964,0,,0,,10,11,1993,2018
335,任军号,1,汉族,陕西,1963,0,,0,,6,7,1997,2001
336,任军号,1,汉族,陕西,1963,0,,0,,7,9,2001,2012
337,任军号,1,汉族,陕西,1963,0,,0,,9,11,2012,2017
338,阮成发,1,汉族,湖北,1957,3,1975,1,1982,7,9,1987,1992
339,阮成发,1,汉族,湖北,1957,3,1975,1,1982,9,10,1992,2001
340,阮成发,1,汉族,湖北,1957,3,1975,1,1982,10,11,2001,2004
341,张秀兰,0,苗族,,1966,2,1984,1,1992,8,9,1988,2006
342,张秀兰,0,苗族,,1966,2,1984,1,1992,9,11,2006,2006
343,赵金,1,彝族,云南,1962,0,,0,,5,8,1992,1992
344,赵金,1,彝族,云南,1962,0,,0,,8,11,1992,1999
345,陈舜,1,汉族,云南,1964,0,,0,,6,9,1997,2000
346,陈舜,1,汉族,云南,1964,0,,0,,9,11,2000,2012
347,董华,1,汉族,云南,1961,0,,0,,6,10,1993,2013
348,董华,1,汉族,云南,1961,0,,0,,10,11,2013,2015
349,刘启俊,1,汉族,湖北,1973,1,1994,1,1997,2,4,1996,1998
350,刘启俊,1,汉族,湖北,1973,1,1994,1,1997,4,7,1998,2001
351,刘启俊,1,汉族,湖北,1973,1,1994,1,1997,7,11,2001,2001
352,赵海山,1,汉族,河北,1962,2,1984,1,1983,7,9,2000,2006
353,赵海山,1,汉族,河北,1962,2,1984,1,1983,9,11,2006,2009
354,张爱国,1,汉族,湖北,1962,2,1982,1,1986,4,9,1988,1988
355,尔肯江·吐拉洪,1,维吾尔族,,1964,2,1985,1,1985,7,11,1988,2017
356,杨云彦,1,汉族,湖北,1963,3,1989,0,,6,9,1999,2003
357,杨云彦,1,汉族,湖北,1963,3,1989,0,,9,10,2003,2007
358,杨云彦,1,汉族,湖北,1963,3,1989,0,,10,11,2007,2018
359,周霁,1,汉族,湖北,1964,2,1984,1,,4,7,1994,1997
360,周霁,1,汉族,湖北,1964,2,1984,1,,7,9,1997,2002
361,周霁,1,汉族,湖北,1964,2,1984,1,,9,11,2002,2016
362,吴锦,1,汉族,湖北,1969,3,1991,1,1990,3,9,1998,2000
363,黄楚平,1,汉族,湖北,1962,3,1984,1,1984,6,9,2004,2007
364,黄楚平,1,汉族,湖北,1962,3,1984,1,1984,9,11,2007,2012
365,黄楚平,1,汉族,湖北,1962,3,1984,1,1984,6,9,2004,2007
366,黄楚平,1,汉族,湖北,1962,3,1984,1,1984,9,11,2007,2012
367,万勇,1,汉族,湖北,1960,2,1982,1,1985,7,9,1995,2005
368,万勇,1,汉族,湖北,1960,2,1982,1,1985,9,11,2005,2008
369,孟祥伟,1,汉族,河北,1966,3,1989,1,1990,10,11,1994,1996
370,周先旺,1,土家族,湖北,1962,1,1980,1,1987,7,8,1985,1994
371,周先旺,1,土家族,湖北,1962,1,1980,1,1987,8,9,1994,1998
372,周先旺,1,土家族,湖北,1962,1,1980,1,1987,9,11,1998,2017
373,李乐成,1,汉族,湖北,1965,0,1984,1,1991,9,11,2002,2017
374,王远鹤,1,汉族,湖北,1963,2,1985,1,1994,2,5,1986,1990
375,王远鹤,1,汉族,湖北,1963,2,1985,1,1994,5,7,1990,1993
376,王远鹤,1,汉族,湖北,1963,2,1985,1,1994,7,9,1993,2006
377,吴祖云,1,汉族,湖北,1967,2,1988,1,1993,7,8,2011,2018
378,孙兵,1,汉族,湖北,1966,2,1987,1,,1,9,1987,2002
379,刘海军,1,汉族,湖北,1968,2,1990,1,1994,7,9,2003,2004
380,刘海军,1,汉族,湖北,1968,2,1990,1,1994,9,11,2004,2016
381,崔永辉,1,汉族,湖北,1970,1,1991,1,1991,2,6,1991,2000
382,崔永辉,1,汉族,湖北,1970,1,1991,1,1991,6,9,2000,2002
383,张维国,1,汉族,湖北,1963,0,1983,1,,7,9,1986,2005
384,张维国,1,汉族,湖北,1963,0,1983,1,,9,11,2005,2018
385,王晓东,1,汉族,江西,1960,2,1983,1,1983,1,11,1983,1989
386,庄光明,1,汉族,湖北,1966,0,1989,1,1988,7,9,1997,2000
387,李乐成,1,汉族,湖北,1965,0,1984,1,1991,9,11,2002,2017
388,应勇,1,汉族,浙江,1957,2,1976,1,1979,1,7,1976,1983
389,应勇,1,汉族,浙江,1957,2,1976,1,1979,7,9,1983,1992
390,应勇,1,汉族,浙江,1957,2,1976,1,1979,9,11,1992,2013
391,吴海涛,1,汉族,湖北,1967,1,1986,1,1991,4,7,1997,2000
392,吴海涛,1,汉族,湖北,1967,1,1986,1,1991,7,9,2000,2012
393,曹广晶,1,汉族,山东,1964,3,1985,1,1991,7,11,1993,1997
394,杨兴铭,1,汉族,,1975,2,1992,1,1997,5,6,2000,2008
395,杨兴铭,1,汉族,,1975,2,1992,1,1997,6,7,2008,2011
396,杨兴铭,1,汉族,,1975,2,1992,1,1997,7,8,2011,2020
397,王瑞连,1,汉族,山东,1964,2,1979,1,1985,10,11,1979,2000
398,周霁,1,汉族,湖北,1964,2,1984,1,,4,7,1994,1997
399,周霁,1,汉族,湖北,1964,2,1984,1,,7,9,1997,2002
400,周霁,1,汉族,湖北,1964,2,1984,1,,9,11,2002,2016
401,陈新武,1,汉族,湖北,1968,2,1990,1,1988,8,9,1997,2005
402,陈新武,1,汉族,湖北,1968,2,1990,1,1988,9,11,2005,2012
403,王艳玲,0,汉族,河南,1962,3,1983,1,1982,9,10,2009,2011
404,王艳玲,0,汉族,河南,1962,3,1983,1,1982,10,11,2011,2013
405,肖菊华,0,汉族,湖北,1966,2,1988,1,1994,7,11,1994,1997
406,曾欣,1,汉族,湖南,1966,2,1987,1,1987,2,3,1988,1992
407,曾欣,1,汉族,湖南,1966,2,1987,1,1987,3,7,1992,1996
408,曾欣,1,汉族,湖南,1966,2,1987,1,1987,7,11,1996,2012
409,邱丽新,0,满族,河北,1968,2,1990,1,1998,2,6,1998,2005
410,邱丽新,0,满族,河北,1968,2,1990,1,1998,6,10,2005,2007
411,周志红,0,,湖北,1971,2,1993,1,1992,7,9,2002,2006
412,徐刚,1,汉族,四川,1972,1,1996,1,1996,2,11,1997,2006
413,马顺清,1,回族,青海,1963,2,1983,1,1984,2,7,1989,1991
414,马顺清,1,回族,青海,1963,2,1983,1,1984,7,10,1991,1994
415,马顺清,1,回族,青海,1963,2,1983,1,1984,10,11,1994,1997
416,陈浙闽,1,汉族,浙江,1961,2,1977,1,1982,3,10,1986,1989
417,陈浙闽,1,汉族,浙江,1961,2,1977,1,1982,10,11,1989,1992
418,夏新,1,,河南,1963,2,1983,1,1986,8,9,2002,2011
419,夏新,1,,河南,1963,2,1983,1,1986,9,10,2011,2014
420,贺亦农,1,汉族,天津,1965,2,,0,,4,9,1991,1994
421,贺亦农,1,汉族,天津,1965,2,,0,,9,12,1994,2006
422,赵飞,1,汉族,湖北,1964,2,1984,1,1986,5,9,1992,2011
423,赵飞,1,汉族,湖北,1964,2,1984,1,1986,9,11,2011,2016
424,王宝雨,1,汉族,天津,1970,2,1990,1,1994,5,7,2001,2011
425,冯卫华,1,汉族,天津,1965,1,1987,1,1985,10,11,1987,2009
426,张国清,1,汉族,河南,1964,3,1985,1,1984,7,11,1993,2013
427,冀国强,1,汉族,河南,1965,2,1988,1,1987,1,3,1988,1993
428,冀国强,1,汉族,河南,1965,2,1988,1,1987,3,5,1993,1998
429,冀国强,1,汉族,河南,1965,2,1988,1,1987,5,9,1998,2001
430,冀国强,1,汉族,河南,1965,2,1988,1,1987,9,11,2001,2003
431,刘惠,0,汉族,河北,1968,2,1990,1,1995,9,11,1996,2002
432,马顺清,1,回族,青海,1963,2,1983,1,1984,2,7,1989,1991
433,马顺清,1,回族,青海,1963,2,1983,1,1984,7,10,1991,1994
434,马顺清,1,回族,青海,1963,2,1983,1,1984,10,11,1994,1997
435,何智能,1,汉族,湖南,1975,3,1999,1,1996,7,9,2005,2010
436,王洪海,1,汉族,天津,1964,2,1983,1,1991,4,5,1992,1996
437,王洪海,1,汉族,天津,1964,2,1983,1,1991,5,8,1996,1999
438,王洪海,1,汉族,天津,1964,2,1983,1,1991,8,9,1999,2001
439,王洪海,1,汉族,天津,1964,2,1983,1,1991,9,10,2001,2011
440,孙剑楠,1,汉族,江西,1968,2,1991,1,1994,4,12,1996,2001
441,张伟,1,汉族,,1967,2,1989,1,1989,4,7,1991,1995
442,张伟,1,汉族,,1967,2,1989,1,1989,7,9,1995,2011
443,农生文,1,壮族,,1965,2,1990,1,1995,3,7,1991,1994
444,农生文,1,壮族,,1965,2,1990,1,1995,7,9,1994,2000
445,郑俊康,1,汉族,浙江,1959,2,1977,1,1988,7,9,1993,2004
446,李延强,1,汉族,河北,1963,2,1984,1,1987,3,9,1988,1994
447,李宏庆,1,汉族,,1963,2,1985,1,1985,1,3,1985,1992
448,李宏庆,1,汉族,,1963,2,1985,1,1985,3,10,1992,1994
449,曾万明,1,汉族,四川,1964,3,1981,1,1987,6,7,1987,1993
450,曾万明,1,汉族,四川,1964,3,1981,1,1987,7,9,1993,2001
451,周红波,1,汉族,,1970,2,1992,1,1997,7,9,2002,2006
452,唐云舒,1,瑶族,,1963,2,1984,1,1986,7,9,1996,2010
453,秦春成,1,汉族,,1966,2,1985,1,1987,6,9,1991,1996
454,钟畅姿,0,水族,,1971,2,1995,1,1997,2,3,1996,1997
455,钟畅姿,0,水族,,1971,2,1995,1,1997,3,4,1997,2000
456,钟畅姿,0,水族,,1971,2,1995,1,1997,4,7,2000,2002
457,钟畅姿,0,水族,,1971,2,1995,1,1997,7,9,2002,2009
458,周红波,1,汉族,,1970,2,1992,1,1997,7,9,2002,2006
459,白松涛,1,满族,,1972,3,,1,1995,6,7,2003,2008
460,白松涛,1,满族,,1972,3,,1,1995,7,9,2008,2009
461,吴炜,1,汉族,广东,1968,2,1987,1,1993,8,9,1990,1992
462,班忠柏,1,壮族,,1964,2,1981,1,1984,2,9,1992,1995
463,李新元,1,汉族,江苏,1962,2,1980,1,1989,8,9,1986,1991
464,刘有明,1,汉族,,1963,3,1987,1,1989,2,9,1987,1997
465,王乃学,1,汉族,山东,1962,3,1984,1,1986,7,9,1992,2003
466,何良军,1,,,1971,2,1994,1,2001,5,9,1998,2009
467,雷应敏,1,汉族,,1964,2,1986,1,1986,8,9,1991,2008
468,黄世勇,1,壮族,,1961,2,1981,1,1988,4,7,1985,2000
469,黄世勇,1,壮族,,1961,2,1981,1,1988,7,9,2000,2005
470,全桂寿,1,汉族,,1964,2,1984,1,1984,6,7,1984,1997
471,全桂寿,1,汉族,,1964,2,1984,1,1984,7,9,1997,2009
472,蔡锦军,1,汉族,,1968,2,1986,1,1996,8,9,1996,2006
473,徐绍川,1,满族,,1963,2,1982,1,1984,6,7,1983,1985
474,徐绍川,1,满族,,1963,2,1982,1,1984,7,9,1985,1992
475,徐绍川,1,满族,,1963,2,1982,1,1984,9,11,1992,1997
476,何辛幸,1,汉族,山东,1962,2,1983,1,1985,4,5,1989,1990
477,何辛幸,1,汉族,山东,1962,2,1983,1,1985,5,7,1990,1993
478,何辛幸,1,汉族,山东,1962,2,1983,1,1985,7,9,1993,2008
479,廖建宇,1,汉族,四川,1964,2,1985,1,1986,10,11,1985,1994
480,廖建宇,1,汉族,四川,1964,2,1985,1,1986,11,12,1994,2015
481,崔枫林,1,汉族,河南,1960,1,1979,1,1981,3,10,1990,1995
482,崔枫林,1,汉族,河南,1960,1,1979,1,1981,10,11,1995,2017
483,王大伟,1,汉族,黑龙江,1964,3,1990,1,1984,2,11,1992,1998
484,王明玉,1,汉族,辽宁,1963,2,1988,1,1987,4,9,1991,2010
485,王明玉,1,汉族,辽宁,1963,2,1988,1,1987,9,11,2010,2018
486,裴伟东,1,汉族,内蒙古,1964,2,,1,1989,2,6,1989,2001
487,裴伟东,1,汉族,内蒙古,1964,2,,1,1989,6,11,2001,2008
488,陈绿平,1,汉族,广东,1963,3,1982,1,1986,3,9,1988,2002
489,陈绿平,1,汉族,广东,1963,3,1982,1,1986,9,11,2002,2007
490,陆治原,1,汉族,陕西,1964,0,,0,,7,9,1995,2010
491,陆治原,1,汉族,陕西,1964,0,,0,,9,11,2010,2018
492,田树槐,1,汉族,辽宁,1965,2,1984,1,1987,6,7,1989,1996
493,田树槐,1,汉族,辽宁,1965,2,1984,1,1987,7,9,1996,2015
494,王力威,1,汉族,,1963,2,1985,1,1984,10,11,1985,2012
495,隋显利,1,汉族,,1964,1,1985,1,1985,2,8,1995,2010
496,隋显利,1,汉族,,1964,1,1985,1,1985,8,9,2010,2015
497,陈向群,1,汉族,河北,1962,1,1983,1,1982,2,3,1983,1987
498,陈向群,1,汉族,河北,1962,1,1983,1,1982,3,7,1987,1991
499,陈向群,1,汉族,河北,1962,1,1983,1,1982,7,9,1991,1998
500,陈向群,1,汉族,河北,1962,1,1983,1,1982,9,11,1998,2010
501,高键,1,汉族,山西,1969,2,1992,1,1991,8,11,2001,2003
502,王健,1,汉族,,1965,2,1988,1,1985,7,9,1996,2016
503,于学利,1,汉族,,1963,1,1981,1,1985,3,6,1990,1992
504,于学利,1,汉族,,1963,1,1981,1,1985,6,7,1992,1997
505,于学利,1,汉族,,1963,1,1981,1,1985,7,9,1997,2009
506,姜有为,1,汉族,吉林,1967,2,1989,1,1994,7,11,1995,1999
507,吕志成,1,汉族,河北,1966,2,1990,1,1996,7,9,2001,2015
508,陈向群,1,汉族,河北,1962,1,1983,1,1982,2,3,1983,1987
509,陈向群,1,汉族,河北,1962,1,1983,1,1982,3,7,1987,1991
510,陈向群,1,汉族,河北,1962,1,1983,1,1982,7,9,1991,1998
511,陈向群,1,汉族,河北,1962,1,1983,1,1982,9,11,1998,2010
512,郝春荣,0,汉族,山东,1963,2,1983,1,1985,9,10,1990,2016
513,郝春荣,0,汉族,山东,1963,2,1983,1,1985,10,11,2016,2018
514,蹇彪,1,满族,辽宁,1964,3,1988,1,1985,5,11,1989,1998
515,陈求发,1,苗族,湖南,1954,1,1973,1,1974,10,11,1988,2008
516,曾卿,1,汉族,四川,1969,2,1991,1,1995,2,7,2001,2001
517,曾卿,1,汉族,四川,1969,2,1991,1,1995,7,9,2001,2004
518,曾卿,1,汉族,四川,1969,2,1991,1,1995,9,10,2004,2012
519,元方,1,汉族,陕西,1974,3,1995,1,,2,8,1995,2005
520,元方,1,汉族,陕西,1974,3,1995,1,,8,10,2005,2010
521,田向利,0,汉族,,1963,3,1984,1,1984,6,9,1985,1992
522,田向利,0,汉族,,1963,3,1984,1,1984,9,11,1992,1996
523,叶寒冰,1,汉族,,1965,2,1982,1,1985,1,7,1986,1997
524,叶寒冰,1,汉族,,1965,2,1982,1,1985,7,9,1997,2004
525,叶寒冰,1,汉族,,1965,2,1982,1,1985,9,11,2004,2018
526,廖仁松,1,汉族,四川,1963,1,1981,1,1985,7,9,1985,2016
527,林书成,1,汉族,甘肃,1962,1,1982,1,1985,6,9,1992,2012
528,林书成,1,汉族,甘肃,1962,1,1982,1,1985,9,11,2012,2018
529,肖友才,1,藏族,四川,1965,0,,0,,5,10,1986,1992
530,李云泽,1,汉族,山东,1970,3,1993,1,2001,9,11,1995,2018
531,王一宏,1,汉族,四川,1961,2,1978,1,1983,2,5,1978,1984
532,王一宏,1,汉族,四川,1961,2,1978,1,1983,5,7,1984,1990
533,王一宏,1,汉族,四川,1961,2,1978,1,1983,7,9,1990,2003
534,王一宏,1,汉族,四川,1961,2,1978,1,1983,9,11,2003,2018
535,曲新勇,1,汉族,山东,1961,0,1978,1,1981,3,6,1986,2001
536,曲新勇,1,汉族,山东,1961,0,1978,1,1981,6,11,2001,2017
537,李建勤,1,汉族,江苏,1963,3,1987,1,1986,7,9,1992,1996
538,李建勤,1,汉族,江苏,1963,3,1987,1,1986,9,11,1996,1998
539,李建勤,1,汉族,江苏,1963,3,1987,1,1986,11,12,1998,2002
540,何树平,1,汉族,四川,1968,3,1987,1,1987,3,8,1996,2002
541,何树平,1,汉族,四川,1968,3,1987,1,1987,8,11,2002,2014
542,王凤朝,1,汉族,四川,1965,3,1986,1,1986,9,11,2005,2007
543,吴旭,0,汉族,四川,1970,2,1991,1,,9,11,1996,2000
544,刘强,1,汉族,四川,1965,2,1983,1,1985,6,7,1983,1992
545,刘强,1,汉族,四川,1965,2,1983,1,1985,7,9,1992,2001
546,张彤,1,汉族,四川,1973,3,1994,1,1994,8,9,1994,1997
547,张彤,1,汉族,四川,1973,3,1994,1,1994,9,11,1997,2007
548,郭亨孝,1,汉族,四川,1964,2,1987,1,1986,5,8,1990,1998
549,郭亨孝,1,汉族,四川,1964,2,1987,1,1986,8,9,1998,2014
550,马波,1,土家族,重庆,1964,2,1982,1,1986,6,7,1988,1993
551,马波,1,土家族,重庆,1964,2,1982,1,1986,7,9,1993,2003
552,马波,1,土家族,重庆,1964,2,1982,1,1986,9,10,2003,2005
553,邵革军,1,汉族,,1966,2,1988,1,1991,10,11,1992,1996
554,邓正权,1,汉族,重庆,1966,2,1989,1,1993,2,3,1990,1993
555,邓正权,1,汉族,重庆,1966,2,1989,1,1993,3,7,1993,2000
556,邓正权,1,汉族,重庆,1966,2,1989,1,1993,7,10,2000,2009
557,邓正权,1,汉族,重庆,1966,2,1989,1,1993,10,11,2009,2012
558,刘成鸣,1,汉族,四川,1963,2,1979,1,1985,9,11,1994,2020
559,王菲,1,汉族,四川,1963,3,1986,1,1985,5,6,1987,1987
560,王菲,1,汉族,四川,1963,3,1986,1,1985,6,9,1987,1994
561,胡元坤,1,汉族,江苏,1970,3,1991,1,1991,3,7,1996,1999
562,胡元坤,1,汉族,江苏,1970,3,1991,1,1991,7,10,1999,2013
563,曲木史哈,1,彝族,四川,1960,2,1976,1,1985,8,10,1981,1996
564,曲木史哈,1,彝族,四川,1960,2,1976,1,1985,10,11,1996,2004
565,邹自景,1,汉族,河北,1968,2,1991,1,,5,10,1993,1996
566,范锐平,1,汉族,湖北,1966,2,1984,1,1985,6,8,1990,1997
567,范锐平,1,汉族,湖北,1966,2,1984,1,1985,8,9,1997,2000
568,范锐平,1,汉族,湖北,1966,2,1984,1,1985,9,11,2000,2001
569,杨洪波,1,汉族,四川,1960,2,1982,1,1988,4,11,1992,1995
570,彭琳,1,,重庆,1963,3,1984,1,1986,7,8,1992,1994
571,彭琳,1,,重庆,1963,3,1984,1,1986,8,9,1994,1996
572,彭琳,1,,重庆,1963,3,1984,1,1986,9,11,1996,2008
573,杨克宁,1,藏族,四川,1962,2,1982,1,1987,3,10,1984,1988
574,罗增斌,1,汉族,四川,1967,3,1990,1,1993,2,3,1991,1994
575,罗增斌,1,汉族,四川,1967,3,1990,1,1993,3,7,1994,1996
576,罗增斌,1,汉族,四川,1967,3,1990,1,1993,7,9,1996,2003
577,邹瑾,1,汉族,,1964,2,1986,1,1987,6,7,1989,2000
578,邹瑾,1,汉族,,1964,2,1986,1,1987,7,9,2000,2008
579,靳磊,1,汉族,河南,1970,2,1992,1,1999,7,11,2003,2004
580,杨兴平,1,汉族,四川,1965,2,1984,1,1994,9,11,1999,2007
581,包惠,0,汉族,云南,1963,3,1984,1,1983,7,9,1994,2005
582,包惠,0,汉族,云南,1963,3,1984,1,1983,9,12,2005,2018
583,郑莉,0,汉族,山东,1969,1,1991,1,1998,3,7,1996,1999
584,郑莉,0,汉族,山东,1969,1,1991,1,1998,7,10,1999,2017
585,兰开驰,1,汉族,四川,1961,2,1980,1,1984,7,8,1982,1998
586,兰开驰,1,汉族,四川,1961,2,1980,1,1984,8,9,1998,1999
587,王雁飞,1,汉族,河北,1963,2,1986,1,1983,2,7,1986,1993
588,王雁飞,1,汉族,河北,1963,2,1986,1,1983,7,10,1993,1994
589,王雁飞,1,汉族,河北,1963,2,1986,1,1983,10,11,1994,2006
590,宋朝华,1,汉族,四川,1962,1,1983,1,1983,7,9,1985,2008
591,尹力,1,汉族,山东,1962,3,1987,1,1983,7,9,1994,1999
592,尹力,1,汉族,山东,1962,3,1987,1,1983,9,11,1999,2008
593,罗强,1,汉族,重庆,1963,3,1982,1,1985,8,10,1988,1993
594,罗强,1,汉族,重庆,1963,3,1982,1,1985,10,11,1993,1996
595,甘霖,1,汉族,湖北,1963,3,1981,1,1984,5,6,1991,1999
596,甘霖,1,汉族,湖北,1963,3,1981,1,1984,6,9,1999,2001
597,甘霖,1,汉族,湖北,1963,3,1981,1,1984,9,10,2001,2003
598,甘霖,1,汉族,湖北,1963,3,1981,1,1984,10,11,2003,2012
599,尧斯丹,1,藏族,四川,1962,2,1983,1,1982,8,11,1985,1992
600,虞平,1,汉族,四川,1968,2,1986,1,1992,4,7,1996,1997
601,虞平,1,汉族,四川,1968,2,1986,1,1992,7,9,1997,2002
602,何平,1,汉族,四川,1964,0,,0,,7,9,2005,2008
603,邓小刚,1,汉族,湖南,1967,3,1992,1,1991,5,9,1994,1994
604,邓小刚,1,汉族,湖南,1967,3,1992,1,1991,9,11,1994,2017
